id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
,,,,,,vt,,,,,MHA**? (could this be AMH?),,,,
,,,,,,ac,,,,,friends,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,La Guelaguetza,v-cult,Guelaguetza,f-cult,mas eventos como la gueleguetza,,fb,,,,
,,,,,,f-cult,,,,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,Waryas park,c-tp,Guelaguetza,f-cult,us festival donde se corportu cultura y tradiciones de todos los paises juntos,,flyers,,,,
,,,,,La Guelaguetza,f-cult,5 de mayo,f-cult,,,,,,,
,,,,,Cinco De Mayo (Kingston),f-cult,festividades de la virgin de guadalupe,,,,,,,,
,,,,,12 Dic Virgen de Guadaloupe,v-ch,,,,,,,,,
,,,,,St. Mary's Church,,,,,,,,,,
Guelagetza,Dutchess,cultural,Clinton,12580,sing in Cappela Festival,fm,Hudson Valley Philharmonic,mc,less expensive classical music concerts,,PoJo,,,,
,,,,,,,Bardavon,v-multi,,,Chronogram,,,,
,,,,,,,,,,,MHA,,,,
,,,,,,,,,,,friends,,,,
Guelagetza,Dutchess,cultural,Town of Poughkeepsie,12603,,,,,More art shows,as,PoJo,Souls United of the Hudson Valley (gospel choir),,,
,,,,,,,,,,,WAMC,Howland Cultural Center,,,
Guelagetza,Dutchess,cultural,Newburgh,12550,library events,v-lib,festivals,f,more cultural events of community residents,,fb,,,,
,,,,,off events,,art shows,as,,,Chronogram,,,,
,,,,,,,cultural events,f-cult,,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,whatever outdoor events in park,c-tp,Dutchess County Fair,v-multi,African and Caribbean Festivals,"f-cult
",fb,,,,
,,,,,,v-out,Arts in the Park - Wapp Falls,as,,,,,,,
Guelagetza,Dutchess,cultural,Beacon,12508,most,,odetta,**,bring Caribbean Festival back,,newspapers,word of mouth,,,
,,,,,,,,,,,booklets,spirit led,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,plays,t,music,m,i think we have a good variety,,PoJo,,,,
,,,,,concerts in park,mc,concerts,mc,local colleges have good variets,,,,,,
,,,,,colleges,v-out,plays,t,,,,,,,
,,,,,County Players,vc,,,,,,,,,
,,,,,Cunneen,vt,,,,,,,,,
,,,,,Hackett,tc,,,,,,,,,
,,,,,,v-mp,,,,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,whatever I hear about and farmer's markets,,Dutchess County Fair,v-multi,African Festival and Caribbean Festival,,fb,,,,
,,,,,,,Art in Park,as,adult arts festival,,word of mouth,,,,
,,,,,,,,v-out,,,,,,,
,,,,,,,,c-tp,,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12603,Bardavon,v-multi,Bardavon,v-multi,LGBTQ center,**,word of mouth,,,,
,,,,,community events,e-loc,Waryas Park events,c-tp,,,fb,,,,
,,,,,free events,,,,,,,,,,
Guelagetza,Dutchess,cultural,Town of Poughkeepsie,12603,Bardavon,v-multi,Bardavon,v-multi,waterfront amphitheater,,Hudson Valley Magazine,,,,
,,,,,UPAC,v-multi,Hudson Valley Philharmonic,mc,,,WCZX 97.7,,,,
,,,,,,,,mg-sy,,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,art shows,as,exhibitions,as,more diverse music events,,Arts Mid-Hudson,,,,
,,,,,Mid,v-multi,,,,,Mid-Hudson Heritage Center,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Art Centro,ac,,,,,Art Centro,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,***arin gun co,,un festival de la Guelaguetza,f-cult,una escuela en donde ensenaron arte,,,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,latin festivals,f-cult,festivals,kf,parades and kid related shows,ke,google,,,,
,,,,,4th July Fireworks,**,kids related festivities,,,,family services,,,,
Guelagetza,Dutchess,cultural,Poughkeepsie,12601,latino festival ,f-cult,no lo se,,no lo se,,poster on streets,,,,
Hoot 01,Ulster,music,West Shokan,12494,Arts Upstairs Phoenicia,ag,First Saturdays and original events,aos,a larger museum that would attract traveling shows,,fb,,,,
,,,,,Bard College,vc,,,,,Woodstock Times,,,,
,,,,,private studios,aos,,,,,,,,,
Hoot 02,Ulster,music,NYC,10024,Clearwater Festival,fm,Clearwater Festival,fm,,,handouts at other festivals,a friend arranged a party to coincide with Hoot,,,
,,,,,Falcon Ridge Folk Festival,vm,Falcon Ridge Folk Festival,fm,,,,,,,
,,,,,,fm,,,,,,,,,
Hoot 03,Ulster,music,"Alexandria, VA",22305,Ashokan Hoot,fm,,,,,,,,,
Hoot 04,Ulster,music,Patterson,12563,Music,m,,,,,WAMC,,,,
Hoot 05,Ulster,music,Kingston,12401,Samuel Dorsky Museum of Art,am,music,m,opera,mg-o,fb,,,,
,,,,,Maverick,vm,museums,v-mu,dance/ballet,db,,,,,
,,,,,Bearsville Theater,m-cs,,,,,,,,,
,,,,,,v-mp,,,,,,,,,
Hoot 06,Ulster,music,Brooklyn,11215,Mt. Tremper Arts Center,v-mp,,,dance,d,NYTimes,friends,,,
,,,,,,,,,music,m,,,,,
,,,,,,,,,opera,mg-o,,,,,
,,,,,,,,,theater,t,,,,,
Hoot 07,Ulster,music,Kingston,12401,music events,m,Ashokan Hoot summer and winter,fm,more music events,,fb,,,,
Hoot 08,Ulster,music,Briarcliff,10510,Towne Crier,v-com,Bardavon,v-multi,,,Woodstock Times,,,,
,,,,,Upstate Films,v-flm,Upstate Films,v-flm,,,,,,,
,,,,,Paramount,v-per,Maverick,vm,,,,,,,
,,,,,UPAC,v-mult,,m-cd,,,,,,,
,,,,,Ashokan,vt,,,,,,,,,
,,,,,Clearwater Festival,fm,,,,,,,,,
,,,,,Bardavon,v-multi,,,,,,,,,
,,,,,Maverick,vm,,,,,,,,,
,,,,,Storm King Arts Center,ag,,,,,,,,,
,,,,,,mg-s,,,,,,,,,
Hoot 09,Ulster,music,Brooklyn,11231,Summer Ashokan Hoot,vm,Ashokan,vm,,,radio,WDST radio,,,
,,,,,Clearwater Festival,fm,Clearwater Festival,fm,,,Clearwater Festival,friends,,,
,,,,,Maverick,fm,,,,,,,,,
,,,,,,vm,,,,,,,,,
,,,,,,m-cs,,,,,,,,,
Hoot 10,Ulster,music,West Hurley,12491,concerts,mc,music festivals,fm,,,many websites,Woodstock Times,,,
,,,,,house concerts,m,museums,v-mu,,,fb music pages,WKZE,,,
,,,,,jams,m,,,,,club pages,,,,
,,,,,some music fests,fm,,,,,musician pages,,,,
Hoot 11,Ulster,music,Kingston,12401,Festivals,f,local events of artist friends - musicians,e-loc,multi-purpose cultural arts / movement center,,Chronogram,,,,
,,,,,art openings,as,poets,m. lp,,,Almanac,,,,
,,,,,performances,t,dance,d,,,word of mouth,,,,
,,,,,,,artists,a,,,fb,,,,
Hoot 12,Ulster,music,Kingston,12401,Dutchess Community College,vc,Ashokan Center,ac,we have everything,,Almanac,,,,
,,,,,Atwater Gallery,ag,Frances Lehman Loeb Art Center,v-out,,,WAMC,,,,
,,,,,Upstate Films,v-flm,Midnight Ramble,aed,,,,,,,
,,,,,,,,am,,,,,,,
,,,,,,,,**,,,,,,,
Hoot 13,Ulster,music,Ossining,12562,Towne Crier,v-com,Towne Crier,v-com,very satisified with all the many options,,artists,WFUV,,,
,,,,,Falcon,fm,Falcon,vm,,,venues,newsletters,,,
,,,,,Omega Institute,v-multi,Omega Institute,v-multi,,,fb,,,,
Hoot 14,Ulster,music,"Chappaqua, NY",10514,Ashokan Center (summer songs,ac,Towne Crier,v-com,music and dancing events,,fb,,,,
,,,,,song writing camp),v-out,Tarrytown Music Hall,vm,,,WFUV,,,,
,,,,,Clearwater Festival,fm,Paramount Theater in Peekskill,v-per,,,,,,,
,,,,,Beacon Sloop Club,**,,,,,,,,,
Hoot 15,Ulster,music,Olivebridge,12461,Ashokan ctr. cabaret,ac,Ashokan Hoot,fm,symphony,mc,google,Bluestone Press,,,
,,,,,,v-out,street fest,f-st,,mg-sy,,WKZE,,,
,,,,,,p-cab,,,,,,recommendations,,,
Hoot 16,Ulster,music,Shandaken,12480,Woodstock,c-tr,,,,,,,,,
,,,,,Shandaken Theatrical Society,t,,,,,,,,,
,,,,,,tc,,,,,,,,,
King Jazz Fest,Ulster,music,Saugerties,12477,,,Classical music concerts freaturing modern composers and their compositions.  Also jazz concerts featuring local musicians,mc,I would like to bring classical/pop string quartet to senior citizens and nursing homes - anywhere senior art institutionalized,,wavelinks.net,Woodstock Times,,,
,,,,,,,original music concerts,mg-j,,,musicjobs.com,tnt,,,
,,,,,,,,,,,linkedin.com,tbn,,,
,,,,,,,,,,,,WAMC,,,
,,,,,,,,,,,,earthlink.net,,,
,,,,,,,,,,,,Church of Holy Transfiguration of Christ on the Mount (Woodstock,,,
King Jazz Fest,Ulster,music,Willow,12945,In NYC: cpi pier music and art,**,everything,,,,Woodstock Times,PBS (NPR?**),,,
,,,,,rs park music.  Woodstock,c-tr,,,,,NY Times,Woodstock Jewish Congregation,,,
,,,,,Bearsville,v-mp,,,,,WDST,,,,
,,,,,Saugerties,c-t,,,,,,,,,
,,,,,art and garden tours,,,,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,music performances,m,movies,v-mo,universal studios,,NPR,newspapers,,,
,,,,,movies,v-mo,movies,m-live,theme park with live performers,,google,magazines,,,
,,,,,dance studios,d,live music,d,a Cirque Du Soleil,,fb,NY tv stations,,,
,,,,,,,performers,,,,,,,,
,,,,,,,dance,,,,,,,,
King Jazz Fest,Ulster,music,Port Ewen,12406,fine art receptions,as,Mountain Jam,fm,fine classical concerts,,Daily Freeman,,,,
,,,,,fundraisers,**,Clearwater Festival,fm,museum,,Kingston Times,,,,
,,,,,public art,a,,,,,fb,,,,
,,,,,music concerts,mc,,,,,tw**?,,,,
,,,,,,,,,,,YNN,,,,
,,,,,,,,,,,WBPM,,,,
King Jazz Fest,Ulster,music,Kingston,12401,opera,mg-o,,,an opera house,vm,Chronogram,,,,
,,,,,blue grass,mg-f,,,ballet,db,NPR,,,,
,,,,,,,,,,,BBC,,,,
,,,,,,,,,,,pby**?,,,,
,,,,,,,,,,,NY Times,,,,
King Jazz Fest,Ulster,music,Kingston,12401,Kingston,c-t,Rosendale Street Festival,vt,,,,,,,
,,,,,,,Wall Street Jazz Festival,fm,,,,,,,
,,,,,,,Bardavon,mg-j,,,,,,,
,,,,,,,UPAC,v-multi,,,,,,,
,,,,,,,,v-multi,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,music performances,m,music perfoming arts,m,attend plays,,,,,,
,,,,,movies,v-mo,,,,,,,,,
,,,,,dance studios,d,,,,,,,,,
King Jazz Fest,Ulster,music,Hurley,12443,Levon Helm Studio,m-grp,Levon Helm Studio,m-grp,performing arts,,fb,WDST,,,
,,,,,Bearsville Theater,vc,Bearsville Theater,v-mp,,,preview**?,,,,
,,,,,,v-mp,craft fairs,cft,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,music theater,m,,,Hudson Valley Philharmonic,,WDST,,,,
king Jazz Fest,Ulster,music,Woodstock,12498,movies,v-flm,movies,v-flm,,,Woodstock Times,,,,
,,,,,plays,t,plays,t,,,NY Times,,,,
,,,,,concerts,mc,concerts,mc,,,,,,,
,,,,,arts,a,arts,a,,,,,,,
,,,,,museums,am,museums,am,,,,,,,
King Jazz Fest,Ulster,music,Highland Falls ,10928,jazz,,art festival,,music festival,,twitter,,,,
King Jazz Fest,Ulster,music,Catskill ,12414,Rondout Festivals,fm,BeLo 3rd - Hudson,**,more music,,,,,,
,,,,,Dutchman's Landing,v-com,Thomas Cole House,c-th,classical and jazz,,,,,,
,,,,,Hudson gallery openings,ago,,,,,,,,,
King Jazz Fest,Ulster,music,Port Washington,11050,,,music,m,galleries and event venues,,,,,,
,,,,,,,photography,ag-photo,,,,,,,
King Jazz Fest,Ulster,music,Cragsmoor,12420,music,m,,,arts events,,fb,,,,
,,,,,,,,,,,sister-in-law,,,,
King Jazz Fest,Ulster,music,Kingston,12402,"music
",m,UPAC,v-multi,jazz fest,,Daily Freeman,,,,
,,,,,,,,,,,TWC 6 tv,,,,
,,,,,,,,,,,WDST,,,,
King Jazz Fest,Ulster,music,Kingston,12401,very little,,,,,,,,,,
King Jazz Fest,Ulster,music,Red Hook,12571,movies,v-mo,,,better theater,,Almanac,,,,
,,,,,music festivals,fm,,,,,Chronogram,,,,
,,,,,dance,d,,,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,Bearsville Theater (Woodstock),v-mp,Woodstock,c-tr,venue for weekly music (indoor/outdoor,,advertisements,,,,
,,,,,Chance,v-com,local bands in region,e-loc,,,,,,,
,,,,,outside venue,vm,New Paltz,m,,,,,,,
,,,,,small establishments,v-out,Poughkeepsie,,,,,,,,
,,,,,,**,Fishkill,,,,,,,,
King Jazz Fest,Ulster,music,Woodstock,12498,Woodstock movies Festival,f-film,music,m,art,,local news,,,,
,,,,,,,arts,a,music,,Woodstock Times,,,,
,,,,,,,,,culture,,,,,,
King Jazz Fest,Ulster,music,Poughkeepsie,12603,Clearwater Festival,fm,Bethel Woods,ac,,,PoJo,,,,
,,,,,Ritz Theater,vt,Clearwater Festival,fm,,,Chronogram,,,,
,,,,,lower brdwy,,Bardavon,v-multi,,,Almanac,,,,
,,,,,Newburgh,,,,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,UPAC,v-multi,weekend art openings,aos,cabaret,p-cab,fb,LGBTQ Center,,,
,,,,,festivals throughout area,f,Jazz Festival,ago,,,Chronogram,,,,
,,,,,LGBTQ Center events,,activities at the Rondout,fm,,,TWC 6 tv,,,,
,,,,,,,,mg-f,,,WDST,,,,
,,,,,,,,c-t,,,,,,,
King Jazz Fest,Ulster,music,Kingston,12401,Hudson Valley Folk Guild,mg-f,Mountain Jam,fm,music like at Bethel Woods,vm,Daily freeman.com,newspaper,,,
,,,,,,vm,Wall Street Jazz Festival,fm,,,,WDST,,,
,,,,,,,,mg-j,,,,WKZE,,,
,,,,,,,,,,,,Hudson Valley Folk Guild,,,
King Jazz Fest,Ulster,music,Kingston,12401,Wall Street Jazz Festival,fm,free events,**,more classical music events,mg-c,Daily Freeman,,,,
,,,,,art openings,as,easily accessable events,,,,Alamanc,,,,
,,,,,movies fest,f-flm,,,,,WKNY,,,,
,,,,,,,,,,,WKZE,,,,
,,,,,,,,,,,WRGB-TV (Albany),,,,
9/13/2014 18:38:30,online,music,Kingston,12401,Art exhibitions,as,Samuel Dorsky Museum of  Art,am,Arts District,lp,Print - Magazines,Chronogram,,,
,,,,,lectures and movies,aed,Bard College,vc,more galleries,v-flm,Email newsletters,,,,
,,,,,,v-flm,DIA,am,poetry,,recommendations from people I know,,,,
,,,,,,,,,an arts movies house like Upstate Films.,,Webpages,,,,
9/15/2014 12:11:59,online,,Rhinebeck,12572,The Center for the Performing Arts at Rhinebeck,vt,Center for the Performing Arts at Rhinebeck,vt,Live theater,tl,Email newsletters,WAMC,,,
,,,,,Upstate Films,v-flm,Fisher Center for Performing Arts,v-mp,,,recommendations from people I know,Northern Dutchess News,,,
,,,,,,,Upstate Films,v-flm,,,mail notification,Observer**no longer pub,,,
Art-East,Dutchess,art,Poughquag,12570,concerts,mc,outdoor festivals,v-out,more outdoor music and art fairs,v-out,Harlem Valley News,,,,
,,,,,muserms,v-mu,,f,,m,,,,,
,,,,,art shows,as,,,,fa,,,,,
Art-East,Dutchess,art,Carmel,10512,Katonah Museum of Art artist's assoc.,am,all art shows and artists venues are imortant to me,as,a space specifically designated to showing visual art,ag,Putnam Arts Council,fb,,,
,,,,,Arts on the Lake,as,,aos,,,Arts on the Lake (Carmel),Chronogram,,,
,,,,,Carmel Putnam arts council,,,,,,,friends shows,,,
,,,,,exhibits and events,a-org,,,,,artswestchester (White Planes),Putnam Arts Council,,,
,,,,,,as,,,,,,Arts on the Lake (Carmel),,,
,,,,,,,,,,,,mailings,,,
Art-East,Dutchess,art,Poughquag,12570,craft fairs,cft,mostly Dutchess exposed to - look for gallery shows of interest,af,more art galleries,ag,individual gallery,Enjoy- PoJo,,,
,,,,,open studio tours,aos,music festivals,fm,music festivals,fm,Beacon,Chronogram,,,
,,,,,Beacon,,,,,,,recommendations,,,
,,,,,Arts East,aos,community emphasis,,community art center,ac,Patterson,,,,
,,,,,music,ag,,,offer classes and places to show,,Rhinebeck mostly,,,,
,,,,,galleries (mostly Dutchess,,,,,,,,,,
,,,,,and Ulster),,,,,,,,,,
Art-East,Dutchess,art,Cold Spring,10516,open studio tours,aos,group events,**,,,Art Along the Hudson,,,,
,,,,,fairs,af,,,,,fb,,,,
,,,,,galleries,ag,,,,,,,,,
,,,,,,,,,,,,,,,
Art-East,Dutchess,art,Pawling Village,12564,music,m,Hudson Valley Shakespeare Festival - Boscobel,vt,Storm King Arts Center,ag,Hudson region sites,pawling ***,,,
,,,,,local art shows,as,Towne Crier,f-per,,ag-s,,and wondering village**?,,,
,,,,,great swamp exhibit,c-t,Storm King Arts Center,v-co,,v-out,,,,,
,,,,,,,,ag,,,,,,,
,,,,,,,,ag-s,,,,,,,
Art-East,Dutchess,art,Pawling Village,12564,Art East,aos,Pawling Concert,m-cs,small theater like Trinity-Pawling school,,Pawling Public Radio,kevin bradley recommendations,,,
,,,,,Akin Free Library,v-lib,library shows,v-lib,theater program (I helped paint sets and make costumes.,,,,,,
,,,,,Front Street Gallery,ag,Pawling Library,a,,,,,,,
,,,,,Trinity Players,vt,arts group and other programs sponsored by lib,,,,,,,,
,,,,,,tc,,,,,,,,,
Art-East,Dutchess,art,Pawling town,12564,gallery openings,ago,gallery events,ago,gallery events more pop up galleries,as,Arts Mid-Hudson,NY Times,,,
,,,,,local performances,tl,,,speces for art,ago,fb,PoJo,,,
,,,,,,,,,,,twitter,,,,
Arlington Street Fair,Dutchess,community,Hyde Park,12538,Cunneen,v-mp,Dutchess County Fairgrounds,v-multi,,,,,,,
,,,,,Hackett,,,,,,,,,,
,,,,,Mid,kmu,,,,,,,,,
,,,,,Hudson Children's Museum,,,,,,,,,,
,,,,,County Players,tc,,,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,plays,t,Vassar College summer arts,vc,,,papers,,,,
,,,,,Vassar,vc,,as,,,,,,,
,,,,,shows,v-multi,,,,,,,,,
,,,,,Mid,,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
Arlington Street Fair,Dutchess,community,LaGrange,12603,,,,,,,newspaper Sunday edition,,,,
Arlington Street Fair,Dutchess,community,Hyde Park,12538,Gallery shows,as,Street Fairs,f-st,plays,,PoJo,WHVW,,,
,,,,,,,,,,,web,,,,
,,,,,,,,,,,mail,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,plays,tl,plays,tl,playhouse,,print,,,,
,,,,,art openings,as,,,,,tv,,,,
,,,,,music,m,,,,,radio,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,Bardavon,v-multi,,,more museums,,fb,recommendations and drive by Bardavon ,,,
,,,,,Half Moon Theatre,tc,,,more choices for plays,,PoJo,,,,
,,,,,historic sites,c-th,,,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,,,Bardavon,,library kids,ked,online,satellite radio,,,
,,,,,,,,,education,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,New Paltz Chalk Festival,af,public school orchestra performances,vs,more artists interaction with kids and teens,kac,,,,,
,,,,,Dragon Boat Festival,c-cult,,mc,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,new to area,,art openings,as,classes,,,,,,
,,,,,,,shows and concerts,t,like figure drawing,,,,,,
,,,,,,,,mc,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12601,art shows,as,local events at fair grounds and along the Hudson river,e-loc,outdoor music and art shows,,fb,newspaper,,,
,,,,,movies,v-mo,,c-tl,,,,,,,
,,,,,plays,t,,,,,,,,,
,,,,,outdoor music,m,,,,,,,,,
,,,,,,v-out,,,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,Whatever I can see,,all,,,,,,,,
,,,,,music and visual,,,,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12601,cultural events,v-cult,theater tickets,t,theater,t,92.1Lite FM,,,,
,,,,,,,,,,,,,,,
Arlington Street Fair,Dutchess,community,Poughkeepsie,12603,Storm King Arts Center,ag,school art fairs,vs,more availablility in education for children,ke,fb,,,,
,,,,,Mill Street Loft,ag-s,,af,,ked,PoJo,,,,
,,,,,Bardavon,v-multi,,,,,,,,,
,,,,,,v-multi,,,,,,,,,
Arlington Street Fair,Dutchess,community,Kinston,12401,Storm King Arts Center,ag,,,museums,,Arlington Street Fair website,PoJo,,,
,,,,,Opus 40,ag-s,,,,,,,,,
,,,,,Mohonk Preserve,ag,,,,,,,,,
,,,,,,ag-s,,,,,,,,,
,,,,,,v-out,,,,,,,,,
10/16/2014 11:46:17,online,,Rhinebeck,12572,Art galleries,ag,galleries and related events,ag,Broadway and Tanglewood,,Print - Newspaper,all the local weekly newspapers,,,
,,,,,music concerts,mc,local plays,tl,,,Email newsletters,,,,
,,,,,plays,t,free summer music venues,**,,,recommendations from people I know,,,,
,,,,,historic sites,c-th,,,,,web,,,,
10/28/2014 12:56:01,online,,Saugerties,12477,Opus 40,ag,anything focusing on local talent,,indoor venue for small music concerts,,radio,Hudson Valley Magazine,,,
,,,,,Art Along the Hudson,ag-s,,,,,print - Magazines,WDST,,,
,,,,,Saugerties Artists Studio Tour,af,,,,,social media,fb,,,
,,,,,,aos,,,,,,friends,,,
12/4/2014 14:28:44,online,,Rhinebeck,12572,theater,t,Tangent Theatre,tc,More dramatic theater Venues,,Email newsletters,email,,,
,,,,,Dance,c,Kaatsbaan,vd,,,recommendations from people I know,,,,
12/4/2014 14:37:48,online,,Poughkeepsie,12601,Bardavon,v-multi,Bardavon,v-multi,a good quality Jazz venue,,newspaper,PoJo,,,
,,,,,Adriance Library,v-lib,Walkway Over the Hudson,c-tl,,,magazines,Dutchess Regional Chamber of Commerce,,,
,,,,,CIA,c-tf,Vassar,vc,,,email newsletters,Arts Mid-Hudson,,,
,,,,,Eleanor Roosevelt Center at Val,c-th,,,,,recommendations from people I know,Hudson Valley Magazine,,,
,,,,,Kill,,,,,,,,,,
12/4/2014 15:31:11,online,,Port Ewen,12401,Gallery openings,ago,UPAC,v-multi,A multicultural art and science festival in midtown Kingston,,social media,Almanac,,,
,,,,,festivals,af,Sinterklaas,f,,,email newsletters,WKZE,,,
,,,,,UPAC,v-multi,CCE Kingston,**,,,recommendations from people I know,,,,
,,,,,Bardavon,v-multi,,,,,web,,,,
,,,,,museums,am,,,,,,,,,
,,,,,classes,aed,,,,,,,,,
,,,,,workshops,as,,,,,,,,,
,,,,,exhibits.,,,,,,,,,,
12/4/2014 15:46:31,online,,Hopewell Junction,12533,theater,t,Gallery openings,ago,Poughkeepsie Arts Center with performance (music,,newspaper,PoJo - Enjoy,,,
,,,,,music,m,festivals,f,dance,,magazines,Chronogram,,,
,,,,,visual art,as,educational programming,aed,stage) space,,,,,,
,,,,,,,museums,v-mu,indy & doc. movie screenings,,,,,,
,,,,,,,classes,aed,gallery space,,,,,,
,,,,,,,workshops,as,,,,,,,
,,,,,,,exhibits.,,,,,,,,
12/4/2014 15:53:55,online,,kerhonson,12446,Spark Media Project,ac,Bardavon,v-multi,More public art/murals,ag-m,radio,,,,
,,,,,County Players,ag-f,Falcon,v-com,,,Print - newspaper,,,,
,,,,,Rosendale Theater,vt,DIA,am,,,Print - magazines,,,,
,,,,,Vanaver Caravan,tc,,,,,social media,,,,
,,,,,Art,tc,,,,,Email newsletters,,,,
,,,,,Mid Hudson,,,,,,,,,,
,,,,,Mill Street Loft,aorg,,,,,,,,,
,,,,,local artist openings/local craft fairs,ac,,,,,,,,,
,,,,,local musical performances,aos,,,,,,,,,
,,,,,Reel Expressions movies Festival,cft,,,,,,,,,
,,,,,,m-live,,,,,,,,,
,,,,,,v-flm,,,,,,,,,
,,,,,,f-film,,,,,,,,,
12/9/2014 9:19:18,online,,New Paltz,12561,open mics and local music,p-om,unison,ac,a great community arts & events center like the 92nd street Y! A wonderful museum a la MASS MOCA! ,,Print - newspaper,Chronogram,,,
,,,,,art classes,ml,Storm King Arts Center,ag,,,Print - magazines,Almanac,,,
,,,,,alkion (hawthorne valley),,,,,,,fb,,,
,,,,,Woodstock art school,aed,ASK,,,,social media,,,,
,,,,,Samuel Dorsky Museum of Art,**,,,,,recommendations from people I know,,,,
,,,,,Storm King Arts Center,ac,,,,,,,,,
,,,,,omni sculpture park,am,,,,,,,,,
,,,,,diy/craft fairs & workshops,ag,,,,,,,,,
,,,,,,ag-s,,,,,,,,,
,,,,,,ag,,,,,,,,,
,,,,,,ag-s,,,,,,,,,
,,,,,,cft,,,,,,,,,
,,,,,,af,,,,,,,,,
,,,,,,aed,,,,,,,,,
12/10/2014 3:23:55,online,,Highland Falls,10928,concerts,mc,Downing Film Center,v-flm,Opera broadcast live from the Met in Orange County,mg-o,radio,D&H ( Delaware & Hudson) Canvas,,,
,,,,,art shows,as,Eisenhower Hall,vm,,,Print - newspaper,Chronogram,,,
,,,,,poetry,lp,Frederick Franck Pacem in Terris,**,,,Print - magazines,,,,
,,,,,A.R.T.S. Anonymous,,,,,,Email newsletters,,,,
,,,,,book signings,,,,,,recommendations from people I know,,,,
,,,,,,,,,,,Church / organizations / clubs,,,,
12/10/2014,online,,Town of Poughkeepsie,12603,art galleries,ac,New Parltz,,"a permanent location for display or sales of local artist work (like ""Taste of New York"" on taconic parkway (get a grant from NY State).",,email,,,,
,,,,,Mill Street Loft,ag,Ulster County Fair Grounds,,,,recommendations from people I know,,,,
,,,,,,,Woodstock craft shows,,,,W of M,,,,
,,,,,,,Rhinebeck Craft Fair - Artrider productions,,,,,,,,
UPAC Ulster ballet,Ulster,dance,Red Hook,12571,school (Red Hook),**,anything for/including children,ke,children specific theater,kt,Hudson Valley Happenings**?,all social media,,,
,,,,,Rhinebeck,c-t,,ka,,,,recommendation from people I know,,,
,,,,,Ulster,c-t,,,,,,,,,
UPAC Ulster ballet,Ulster,dance,EsOpus,12528,Center for Creative Education,,ones that bring people together and build community,,opera,mg-o,WKZE,recommendations from people I know,,,
,,,,,concerts,,,,international folk dancing,d,WAMC,,,,
,,,,,dancing,,,,reknowned actors,,,,,,
UPAC Ulster ballet,Ulster,dance,Deposit,13754,"UPAC ""a christmas carol""",v-multi,,,,,family,,,,
UPAC Ulster ballet,Ulster,dance,Malden,12453,,,UPAC,v-multi,Rock,kt,google,tv - FOX channel 23 (Albany),,,
,,,,,,,Times Union Center - Albany,v-multi,children's plays,,,,,,
,,,,,,,Mid-Hudson Civic Center Poughkeepsie,v-multi,country,,,,,,
UPAC Ulster ballet,Ulster,dance,Hyde Park,12538,Bardavon,v-multi,,,more  theater,,UPAC.org,PoJo,,,
,,,,,UPAC,v-multi,,,,,CIA.edu,Boscobel,,,
,,,,,Artists' Collective of Hyde Park,agrp,,,,,,recommendations from people I know.,,,
,,,,,Half Moon Theatre,tc,,,,,,,,,
,,,,,Hudson Valley Shakespeare Festival,vt,,,,,,,,,
,,,,,Boscobel,,,,,,,,,,
UPAC Ulster ballet,Ulster,dance,West Hurley,12491,concerts,mg,,,more popular musicals,mg-mus,,fb,,,
,,,,,rock and roll,mg-r,,,,,,twitter.  TV: 4,,,
,,,,,,,,,,,,2,,,
,,,,,,,,,,,,fox (NYC TV stations),,,
UPAC Ulster ballet,Ulster,dance, T of Ulster (Shokan),12481,UPAC,v-multi,UPAC,v-multi,musicals,mg-mus,,,,,
,,,,,church programs,v-ch,,,,,,,,,
,,,,,Ulster Ballet Company,,,,,,,,,,
